Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
3922,Bug,High,Data Sync Error,
3099,Bug,High,Data Sync Error,
1411,Bug,High,App Crash,
4342,Bug,High,App Crash,
1537,Bug,High,UI Glitch,
5193,Bug,High,UI Glitch,
2611,Bug,High,UI Glitch,
5630,Bug,High,UI Glitch,
2306,Bug,High,UI Glitch,
4411,Bug,High,UI Glitch,
5766,Bug,High,UI Glitch,
5680,Bug,High,App Crash,
4441,Bug,High,App Crash,
4935,Bug,High,Data Sync Error,
5523,Bug,High,Data Sync Error,
4101,Bug,High,Data Sync Error,
4758,Bug,High,UI Glitch,
2595,Bug,High,UI Glitch,
269,Bug,High,UI Glitch,
4700,Bug,High,App Crash,
3351,Bug,High,UI Glitch,
3273,Bug,High,Data Sync Error,
5694,Bug,High,App Crash,
2688,Bug,High,App Crash,
5902,Bug,High,UI Glitch,
1874,Bug,High,UI Glitch,
107,Bug,High,UI Glitch,
3156,Bug,High,App Crash,
220,Bug,High,App Crash,
2913,Bug,High,UI Glitch,
453,Bug,High,Data Sync Error,
3718,Bug,High,UI Glitch,
2480,Bug,High,Data Sync Error,
9,Bug,High,Data Sync Error,
5524,Bug,High,UI Glitch,
3818,Bug,High,App Crash,
4881,Bug,High,App Crash,
663,Bug,High,UI Glitch,
2369,Bug,High,UI Glitch,
3134,Bug,High,Data Sync Error,
2159,Bug,High,App Crash,
145,Bug,High,UI Glitch,
2989,Bug,High,UI Glitch,
4610,Bug,High,UI Glitch,
3640,Bug,High,Data Sync Error,
2491,Bug,High,App Crash,
178,Bug,High,UI Glitch,
2083,Bug,High,UI Glitch,
5018,Bug,High,App Crash,
2248,Bug,High,App Crash,
3573,Bug,High,Data Sync Error,
307,Bug,High,App Crash,
3379,Bug,High,UI Glitch,
2222,Bug,High,UI Glitch,
1373,Bug,High,Data Sync Error,
2864,Bug,High,App Crash,
473,Bug,High,App Crash,
5430,Bug,High,Data Sync Error,
2113,Bug,High,UI Glitch,
2299,Bug,High,UI Glitch,
4607,Bug,High,App Crash,
5712,Bug,High,App Crash,
2650,Bug,High,App Crash,
3261,Bug,High,App Crash,
3078,Bug,High,Data Sync Error,
1086,Bug,High,App Crash,
4287,Bug,High,UI Glitch,
5693,Bug,High,UI Glitch,
21,Bug,High,App Crash,
2472,Bug,High,App Crash,
960,Bug,High,UI Glitch,
4784,Bug,High,UI Glitch,
2773,Bug,High,UI Glitch,
3723,Bug,High,UI Glitch,
5027,Bug,High,UI Glitch,
4955,Bug,High,App Crash,
192,Bug,High,Data Sync Error,
3223,Bug,High,App Crash,
3428,Bug,High,App Crash,
5337,Bug,High,Data Sync Error,
2536,Bug,High,UI Glitch,
4910,Bug,High,App Crash,
5132,Bug,High,UI Glitch,
3802,Bug,High,UI Glitch,
5462,Bug,High,Data Sync Error,
1285,Bug,High,UI Glitch,
5796,Bug,High,App Crash,
5626,Bug,High,UI Glitch,
4960,Bug,High,App Crash,
3258,Bug,High,UI Glitch,
5082,Bug,High,Data Sync Error,
5127,Bug,High,Data Sync Error,
2648,Bug,High,Data Sync Error,
1446,Bug,High,UI Glitch,
799,Bug,High,App Crash,
2395,Bug,High,UI Glitch,
2892,Bug,High,Data Sync Error,
817,Bug,High,UI Glitch,
4154,Bug,High,UI Glitch,
2087,Bug,High,App Crash,
3754,Bug,High,UI Glitch,
5729,Bug,High,UI Glitch,
5920,Bug,High,UI Glitch,
4712,Bug,High,App Crash,
3241,Bug,High,App Crash,
2611,Bug,High,App Crash,
1094,Bug,High,UI Glitch,
2389,Bug,High,App Crash,
5976,Bug,High,UI Glitch,
4350,Bug,High,Data Sync Error,
5148,Bug,High,Data Sync Error,
3721,Bug,High,UI Glitch,
3065,Bug,High,UI Glitch,
5471,Bug,High,App Crash,
195,Bug,High,Data Sync Error,
4023,Bug,High,UI Glitch,
4247,Bug,High,UI Glitch,
2099,Bug,High,UI Glitch,
716,Bug,High,App Crash,
4492,Bug,High,App Crash,
1750,Bug,High,App Crash,
5665,Bug,High,App Crash,
1846,Bug,High,Data Sync Error,
3288,Bug,High,Data Sync Error,
4699,Bug,High,Data Sync Error,
2706,Bug,High,UI Glitch,
251,Bug,High,App Crash,
1763,Bug,High,Data Sync Error,
2629,Bug,High,Data Sync Error,
5832,Bug,High,Data Sync Error,
4545,Bug,High,App Crash,
3478,Bug,High,App Crash,
5253,Bug,High,Data Sync Error,
5755,Bug,High,Data Sync Error,
3715,Bug,High,App Crash,
1170,Bug,High,Data Sync Error,
1402,Bug,High,UI Glitch,
1739,Bug,High,UI Glitch,
4986,Bug,High,UI Glitch,
678,Bug,High,App Crash,
820,Bug,High,UI Glitch,
1855,Bug,High,Data Sync Error,
1701,Bug,High,UI Glitch,
5100,Bug,High,Data Sync Error,
4451,Bug,High,UI Glitch,
5191,Bug,High,Data Sync Error,
5694,Bug,High,UI Glitch,
50,Bug,High,App Crash,
1023,Bug,High,Data Sync Error,
5688,Bug,High,UI Glitch,
770,Bug,High,UI Glitch,
1784,Bug,High,UI Glitch,
2742,Bug,High,App Crash,
805,Bug,High,UI Glitch,
5213,Bug,High,App Crash,
308,Bug,High,Data Sync Error,
1469,Bug,High,App Crash,
2777,Bug,High,App Crash,
3858,Bug,High,UI Glitch,
5530,Bug,High,Data Sync Error,
322,Bug,High,App Crash,
233,Bug,High,App Crash,
2698,Bug,High,App Crash,
4434,Bug,High,UI Glitch,
2407,Bug,High,App Crash,
2851,Bug,High,App Crash,
5643,Bug,High,App Crash,
1782,Bug,High,Data Sync Error,
38,Payment,High,Refund Request,
1090,Payment,High,Invoice Inquiry,
1897,Payment,High,Refund Request,
2754,Payment,High,Invoice Inquiry,
1046,Payment,High,Invoice Inquiry,
4083,Payment,High,Payment Failed,
4123,Payment,High,Payment Failed,
1249,Payment,High,Refund Request,
3428,Payment,High,Payment Failed,
3794,Payment,High,Payment Failed,
1213,Payment,High,Payment Failed,
1820,Payment,High,Payment Failed,
1099,Payment,High,Refund Request,
5797,Payment,High,Payment Failed,
1339,Payment,High,Invoice Inquiry,
71,Payment,High,Payment Failed,
138,Payment,High,Refund Request,
97,Payment,High,Refund Request,
5198,Payment,High,Refund Request,
4719,Payment,High,Payment Failed,
1925,Payment,High,Payment Failed,
2892,Payment,High,Refund Request,
1510,Payment,High,Payment Failed,
4610,Payment,High,Refund Request,
3422,Payment,High,Payment Failed,
2484,Payment,High,Refund Request,
929,Payment,High,Payment Failed,
2685,Payment,High,Invoice Inquiry,
2242,Payment,High,Refund Request,
1560,Payment,High,Payment Failed,
3987,Payment,High,Payment Failed,
1688,Payment,High,Payment Failed,
4205,Payment,High,Refund Request,
5723,Payment,High,Payment Failed,
2152,Payment,High,Payment Failed,
1851,Payment,High,Invoice Inquiry,
1779,Payment,High,Refund Request,
5707,Payment,High,Payment Failed,
4460,Payment,High,Payment Failed,
4965,Payment,High,Invoice Inquiry,
1523,Payment,High,Payment Failed,
1636,Payment,High,Payment Failed,
5248,Payment,High,Invoice Inquiry,
2944,Payment,High,Payment Failed,
831,Payment,High,Payment Failed,
134,Payment,High,Invoice Inquiry,
1174,Payment,High,Refund Request,
470,Payment,High,Payment Failed,
3182,Payment,High,Refund Request,
136,Payment,High,Refund Request,
80,Payment,High,Refund Request,
2935,Payment,High,Invoice Inquiry,
5269,Payment,High,Payment Failed,
223,Payment,High,Payment Failed,
9,Payment,High,Refund Request,
978,Payment,High,Refund Request,
1469,Payment,High,Invoice Inquiry,
3026,Payment,High,Invoice Inquiry,
5778,Payment,High,Payment Failed,
2629,Payment,High,Refund Request,
869,Payment,High,Payment Failed,
3774,Payment,High,Payment Failed,
2217,Payment,High,Payment Failed,
3540,Payment,High,Refund Request,
4215,Payment,High,Invoice Inquiry,
3860,Payment,High,Refund Request,
948,Payment,High,Payment Failed,
3939,Payment,High,Payment Failed,
3843,Payment,High,Refund Request,
3749,Payment,High,Payment Failed,
31,Payment,High,Refund Request,
5972,Payment,High,Refund Request,
2303,Payment,High,Payment Failed,
4848,Payment,High,Refund Request,
5869,Payment,High,Payment Failed,
5612,Payment,High,Refund Request,
4989,Payment,High,Payment Failed,
963,Payment,High,Payment Failed,
3541,Payment,High,Refund Request,
5430,Payment,High,Payment Failed,
5989,Payment,High,Refund Request,
1600,Payment,High,Payment Failed,
5472,Payment,High,Payment Failed,
903,Payment,High,Invoice Inquiry,
612,Payment,High,Payment Failed,
1418,Payment,High,Payment Failed,
1942,Payment,High,Refund Request,
5056,Payment,High,Invoice Inquiry,
547,Payment,High,Payment Failed,
5088,Payment,High,Invoice Inquiry,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Hardware Issue,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Website Error,
,Technical,High,Slow Performance,
,Technical,High,Slow Performance,
,Technical,High,Hardware Issue,
,Technical,High,Slow Performance,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
