Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
1957,Payment,High,Payment Failed
1993,Payment,High,Invoice Inquiry
2019,Payment,High,Refund Request
2024,Payment,High,Refund Request
2030,Payment,High,Payment Failed
2055,Payment,High,Payment Failed
2056,Payment,High,Invoice Inquiry
2065,Payment,High,Payment Failed
2067,Payment,High,Payment Failed
2078,Payment,High,Invoice Inquiry
2084,Payment,High,Payment Failed
2120,Payment,High,Payment Failed
2142,Payment,High,Payment Failed
2158,Payment,High,Refund Request
2166,Payment,High,Invoice Inquiry
2199,Payment,High,Payment Failed
2210,Payment,High,Invoice Inquiry
2221,Payment,High,Payment Failed
2227,Payment,High,Refund Request
2254,Payment,High,Payment Failed
2273,Payment,High,Invoice Inquiry
2274,Payment,High,Payment Failed
2282,Payment,High,Payment Failed
2293,Payment,High,Refund Request
2307,Payment,High,Invoice Inquiry
2361,Payment,High,Invoice Inquiry
2390,Payment,High,Refund Request
2394,Payment,High,Payment Failed
2411,Payment,High,Invoice Inquiry
2421,Payment,High,Payment Failed
2424,Payment,High,Payment Failed
2429,Payment,High,Payment Failed
2432,Payment,High,Refund Request
2440,Payment,High,Refund Request
2447,Payment,High,Payment Failed
2461,Payment,High,Payment Failed
2477,Payment,High,Payment Failed
2481,Payment,High,Payment Failed
2486,Payment,High,Payment Failed
2496,Payment,High,Refund Request
2514,Payment,High,Refund Request
2529,Payment,High,Payment Failed
2540,Payment,High,Refund Request
2567,Payment,High,Invoice Inquiry
2570,Payment,High,Payment Failed
2572,Payment,High,Invoice Inquiry
2575,Payment,High,Payment Failed
2598,Payment,High,Refund Request
2621,Payment,High,Payment Failed
2656,Payment,High,Payment Failed
2671,Payment,High,Invoice Inquiry
2673,Payment,High,Payment Failed
2696,Payment,High,Payment Failed
2697,Payment,High,Payment Failed
2729,Payment,High,Payment Failed
2731,Payment,High,Refund Request
2747,Payment,High,Payment Failed
2752,Payment,High,Payment Failed
2807,Payment,High,Payment Failed
2814,Payment,High,Payment Failed
2816,Payment,High,Payment Failed
2826,Payment,High,Payment Failed
2833,Payment,High,Payment Failed
2838,Payment,High,Payment Failed
2851,Payment,High,Refund Request
2856,Payment,High,Payment Failed
2874,Payment,High,Invoice Inquiry
2879,Payment,High,Payment Failed
2884,Payment,High,Refund Request
2894,Payment,High,Refund Request
2897,Payment,High,Payment Failed
2903,Payment,High,Invoice Inquiry
2904,Payment,High,Invoice Inquiry
2910,Payment,High,Payment Failed
2917,Payment,High,Refund Request
2934,Payment,High,Payment Failed
2940,Payment,High,Invoice Inquiry
2992,Payment,High,Payment Failed
2998,Payment,High,Payment Failed
3029,Payment,High,Payment Failed
3036,Payment,High,Payment Failed
3037,Payment,High,Payment Failed
3049,Payment,High,Refund Request
3083,Payment,High,Refund Request
3160,Payment,High,Payment Failed
3197,Payment,High,Payment Failed
3282,Payment,High,Payment Failed
3287,Payment,High,Refund Request
3302,Payment,High,Invoice Inquiry
3309,Payment,High,Payment Failed
3316,Payment,High,Invoice Inquiry
3321,Payment,High,Payment Failed
3330,Payment,High,Payment Failed
3339,Payment,High,Payment Failed
3346,Payment,High,Refund Request
3351,Payment,High,Payment Failed
3357,Payment,High,Payment Failed
3369,Payment,High,Payment Failed
3394,Payment,High,Invoice Inquiry
3396,Payment,High,Invoice Inquiry
3413,Payment,High,Payment Failed
3416,Payment,High,Payment Failed
3423,Payment,High,Payment Failed
3435,Payment,High,Refund Request
3490,Payment,High,Payment Failed
3492,Payment,High,Refund Request
3505,Payment,High,Payment Failed
3507,Payment,High,Payment Failed
3518,Payment,High,Refund Request
3534,Payment,High,Refund Request
3542,Payment,High,Payment Failed
3563,Payment,High,Refund Request
3578,Payment,High,Payment Failed
3579,Payment,High,Payment Failed
3613,Payment,High,Payment Failed
3620,Payment,High,Refund Request
3677,Payment,High,Payment Failed
3691,Payment,High,Invoice Inquiry
3703,Payment,High,Payment Failed
3721,Payment,High,Refund Request
3733,Payment,High,Payment Failed
3747,Payment,High,Payment Failed
3753,Payment,High,Payment Failed
3755,Payment,High,Refund Request
3780,Payment,High,Payment Failed
3785,Payment,High,Payment Failed
3818,Payment,High,Refund Request
3827,Payment,High,Payment Failed
3865,Payment,High,Payment Failed
3870,Payment,High,Refund Request
3890,Payment,High,Refund Request
3926,Payment,High,Payment Failed
3943,Payment,High,Payment Failed
3963,Payment,High,Payment Failed
3991,Payment,High,Refund Request
3992,Payment,High,Payment Failed
4012,Payment,High,Refund Request
4024,Payment,High,Payment Failed
4059,Payment,High,Payment Failed
4067,Payment,High,Refund Request
4086,Payment,High,Refund Request
4087,Payment,High,Payment Failed
4101,Payment,High,Payment Failed
4106,Payment,High,Payment Failed
4119,Payment,High,Payment Failed
4139,Payment,High,Payment Failed
4146,Payment,High,Refund Request
4155,Payment,High,Payment Failed
4188,Payment,High,Payment Failed
4192,Payment,High,Refund Request
4193,Payment,High,Refund Request
4212,Payment,High,Payment Failed
4219,Payment,High,Payment Failed
4230,Payment,High,Payment Failed
4236,Payment,High,Payment Failed
4249,Payment,High,Payment Failed
4267,Payment,High,Refund Request
4285,Payment,High,Payment Failed
4305,Payment,High,Payment Failed
4315,Payment,High,Payment Failed
4316,Payment,High,Refund Request
4317,Payment,High,Invoice Inquiry
4334,Payment,High,Refund Request
4350,Payment,High,Invoice Inquiry
4368,Payment,High,Payment Failed
4390,Payment,High,Refund Request
4419,Payment,High,Invoice Inquiry
4435,Payment,High,Refund Request
4439,Payment,High,Payment Failed
4455,Payment,High,Payment Failed
4477,Payment,High,Payment Failed
4492,Payment,High,Payment Failed
4511,Payment,High,Payment Failed
4524,Payment,High,Payment Failed
4549,Payment,High,Invoice Inquiry
4556,Payment,High,Payment Failed
4569,Payment,High,Payment Failed
4595,Payment,High,Refund Request
4626,Payment,High,Payment Failed
4632,Payment,High,Payment Failed
4635,Payment,High,Payment Failed
4650,Payment,High,Refund Request
4657,Payment,High,Payment Failed
4681,Payment,High,Payment Failed
4692,Payment,High,Payment Failed
4695,Payment,High,Payment Failed
4700,Payment,High,Payment Failed
4725,Payment,High,Invoice Inquiry
4727,Payment,High,Payment Failed
4737,Payment,High,Payment Failed
4758,Payment,High,Invoice Inquiry
4761,Payment,High,Invoice Inquiry
4777,Payment,High,Payment Failed
4784,Payment,High,Refund Request
4791,Payment,High,Payment Failed
4793,Payment,High,Invoice Inquiry
4816,Payment,High,Payment Failed
4840,Payment,High,Payment Failed
4842,Payment,High,Refund Request
4911,Payment,High,Refund Request
4913,Payment,High,Refund Request
4937,Payment,High,Payment Failed
4971,Payment,High,Invoice Inquiry
4978,Payment,High,Payment Failed
4984,Payment,High,Payment Failed
4985,Payment,High,Payment Failed
4992,Payment,High,Payment Failed
5044,Payment,High,Payment Failed
5046,Payment,High,Refund Request
5048,Payment,High,Refund Request
5057,Payment,High,Refund Request
5072,Payment,High,Refund Request
5077,Payment,High,Payment Failed
5095,Payment,High,Payment Failed
5098,Payment,High,Refund Request
5108,Payment,High,Payment Failed
5117,Payment,High,Payment Failed
5145,Payment,High,Invoice Inquiry
5155,Payment,High,Payment Failed
5160,Payment,High,Payment Failed
5169,Payment,High,Payment Failed
5179,Payment,High,Payment Failed
5196,Payment,High,Refund Request
5202,Payment,High,Refund Request
5221,Payment,High,Invoice Inquiry
5227,Payment,High,Payment Failed
5233,Payment,High,Refund Request
5245,Payment,High,Invoice Inquiry
5254,Payment,High,Payment Failed
5270,Payment,High,Payment Failed
5290,Payment,High,Payment Failed
5303,Payment,High,Payment Failed
5323,Payment,High,Payment Failed
5350,Payment,High,Payment Failed
5351,Payment,High,Payment Failed
5355,Payment,High,Payment Failed
5359,Payment,High,Payment Failed
5368,Payment,High,Payment Failed
5378,Payment,High,Refund Request
5414,Payment,High,Invoice Inquiry
5417,Payment,High,Payment Failed
5426,Payment,High,Payment Failed
5439,Payment,High,Payment Failed
5440,Payment,High,Refund Request
5455,Payment,High,Payment Failed
5487,Payment,High,Payment Failed
5506,Payment,High,Payment Failed
5515,Payment,High,Payment Failed
5552,Payment,High,Refund Request
5580,Payment,High,Payment Failed
5638,Payment,High,Payment Failed
5640,Payment,High,Payment Failed
5652,Payment,High,Payment Failed
5695,Payment,High,Payment Failed
5702,Payment,High,Payment Failed
5731,Payment,High,Payment Failed
5732,Payment,High,Payment Failed
5737,Payment,High,Payment Failed
5763,Payment,High,Refund Request
5767,Payment,High,Payment Failed
5779,Payment,High,Payment Failed
5792,Payment,High,Payment Failed
5796,Payment,High,Invoice Inquiry
5800,Payment,High,Payment Failed
5816,Payment,High,Refund Request
5823,Payment,High,Payment Failed
5857,Payment,High,Payment Failed
5860,Payment,High,Payment Failed
5862,Payment,High,Payment Failed
5879,Payment,High,Refund Request
5881,Payment,High,Invoice Inquiry
5884,Payment,High,Payment Failed
5917,Payment,High,Payment Failed
5918,Payment,High,Refund Request
5926,Payment,High,Invoice Inquiry
5959,Payment,High,Invoice Inquiry
5973,Payment,High,Payment Failed
5976,Payment,High,Payment Failed
5991,Payment,High,Payment Failed
19,Technical,High,Slow Performance
28,Technical,High,Slow Performance
34,Technical,High,Slow Performance
35,Technical,High,Slow Performance
58,Technical,High,Website Error
63,Technical,High,Hardware Issue
73,Technical,High,Slow Performance
82,Technical,High,Website Error
107,Technical,High,Hardware Issue
113,Technical,High,Slow Performance
117,Technical,High,Hardware Issue
154,Technical,High,Website Error
158,Technical,High,Website Error
160,Technical,High,Slow Performance
161,Technical,High,Hardware Issue
189,Technical,High,Slow Performance
194,Technical,High,Slow Performance
196,Technical,High,Hardware Issue
199,Technical,High,Website Error
205,Technical,High,Slow Performance
221,Technical,High,Slow Performance
248,Technical,High,Slow Performance
259,Technical,High,Hardware Issue
262,Technical,High,Slow Performance
263,Technical,High,Slow Performance
268,Technical,High,Hardware Issue
270,Technical,High,Website Error
293,Technical,High,Website Error
316,Technical,High,Hardware Issue
345,Technical,High,Hardware Issue
369,Technical,High,Website Error
374,Technical,High,Website Error
391,Technical,High,Slow Performance
395,Technical,High,Hardware Issue
401,Technical,High,Slow Performance
418,Technical,High,Hardware Issue
425,Technical,High,Website Error
432,Technical,High,Website Error
470,Technical,High,Website Error
482,Technical,High,Hardware Issue
505,Technical,High,Slow Performance
536,Technical,High,Website Error
553,Technical,High,Website Error
557,Technical,High,Hardware Issue
570,Technical,High,Slow Performance
572,Technical,High,Slow Performance
584,Technical,High,Slow Performance
602,Technical,High,Hardware Issue
616,Technical,High,Website Error
641,Technical,High,Slow Performance
657,Technical,High,Slow Performance
660,Technical,High,Slow Performance
663,Technical,High,Slow Performance
676,Technical,High,Website Error
684,Technical,High,Slow Performance
722,Technical,High,Slow Performance
728,Technical,High,Slow Performance
733,Technical,High,Hardware Issue
742,Technical,High,Slow Performance
758,Technical,High,Website Error
766,Technical,High,Website Error
767,Technical,High,Website Error
771,Technical,High,Slow Performance
775,Technical,High,Slow Performance
785,Technical,High,Slow Performance
789,Technical,High,Website Error
832,Technical,High,Slow Performance
864,Technical,High,Website Error
869,Technical,High,Website Error
874,Technical,High,Website Error
885,Technical,High,Slow Performance
886,Technical,High,Slow Performance
898,Technical,High,Website Error
914,Technical,High,Slow Performance
918,Technical,High,Website Error
923,Technical,High,Hardware Issue
944,Technical,High,Website Error
948,Technical,High,Hardware Issue
956,Technical,High,Website Error
969,Technical,High,Hardware Issue
976,Technical,High,Hardware Issue
984,Technical,High,Website Error
985,Technical,High,Website Error
986,Technical,High,Slow Performance
1017,Technical,High,Hardware Issue
1033,Technical,High,Slow Performance
1062,Technical,High,Website Error
1070,Technical,High,Website Error
1074,Technical,High,Hardware Issue
1111,Technical,High,Slow Performance
1113,Technical,High,Slow Performance
1122,Technical,High,Hardware Issue
1139,Technical,High,Slow Performance
1165,Technical,High,Slow Performance
1190,Technical,High,Hardware Issue
1237,Technical,High,Website Error
1248,Technical,High,Slow Performance
1275,Technical,High,Slow Performance
1282,Technical,High,Website Error
1288,Technical,High,Slow Performance
1295,Technical,High,Slow Performance
1319,Technical,High,Website Error
1350,Technical,High,Website Error
1397,Technical,High,Hardware Issue
1405,Technical,High,Hardware Issue
1419,Technical,High,Hardware Issue
1435,Technical,High,Slow Performance
1451,Technical,High,Hardware Issue
1467,Technical,High,Hardware Issue
1484,Technical,High,Website Error
1497,Technical,High,Website Error
1525,Technical,High,Hardware Issue
1552,Technical,High,Slow Performance
1553,Technical,High,Slow Performance
1600,Technical,High,Hardware Issue
1643,Technical,High,Slow Performance
1655,Technical,High,Slow Performance
1696,Technical,High,Slow Performance
1698,Technical,High,Website Error
1707,Technical,High,Slow Performance
1722,Technical,High,Website Error
1748,Technical,High,Website Error
1749,Technical,High,Slow Performance
1760,Technical,High,Slow Performance
1770,Technical,High,Slow Performance
1789,Technical,High,Slow Performance
1806,Technical,High,Slow Performance
1816,Technical,High,Slow Performance
1820,Technical,High,Website Error
1832,Technical,High,Slow Performance
1858,Technical,High,Hardware Issue
1867,Technical,High,Slow Performance
1875,Technical,High,Slow Performance
1881,Technical,High,Hardware Issue
1897,Technical,High,Hardware Issue
1930,Technical,High,Hardware Issue
1983,Technical,High,Website Error
2008,Technical,High,Website Error
2047,Technical,High,Slow Performance
2063,Technical,High,Slow Performance
2073,Technical,High,Hardware Issue
2098,Technical,High,Slow Performance
2106,Technical,High,Hardware Issue
2113,Technical,High,Hardware Issue
2123,Technical,High,Website Error
2131,Technical,High,Hardware Issue
2157,Technical,High,Slow Performance
2165,Technical,High,Slow Performance
2167,Technical,High,Slow Performance
2168,Technical,High,Slow Performance
2176,Technical,High,Hardware Issue
2178,Technical,High,Slow Performance
2188,Technical,High,Slow Performance
2228,Technical,High,Slow Performance
2229,Technical,High,Slow Performance
2263,Technical,High,Slow Performance
2267,Technical,High,Website Error
2313,Technical,High,Hardware Issue
2331,Technical,High,Website Error
2333,Technical,High,Website Error
2353,Technical,High,Website Error
2355,Technical,High,Slow Performance
2379,Technical,High,Website Error
2384,Technical,High,Slow Performance
2413,Technical,High,Website Error
2463,Technical,High,Hardware Issue
2498,Technical,High,Slow Performance
2502,Technical,High,Hardware Issue
2526,Technical,High,Hardware Issue
2532,Technical,High,Slow Performance
2537,Technical,High,Hardware Issue
2561,Technical,High,Slow Performance
2577,Technical,High,Website Error
2588,Technical,High,Website Error
2603,Technical,High,Hardware Issue
2626,Technical,High,Website Error
2628,Technical,High,Slow Performance
2631,Technical,High,Slow Performance
2642,Technical,High,Hardware Issue
2645,Technical,High,Slow Performance
2646,Technical,High,Hardware Issue
2675,Technical,High,Slow Performance
2706,Technical,High,Slow Performance
2707,Technical,High,Website Error
2721,Technical,High,Hardware Issue
2737,Technical,High,Website Error
2738,Technical,High,Slow Performance
2754,Technical,High,Website Error
2755,Technical,High,Hardware Issue
2760,Technical,High,Hardware Issue
2765,Technical,High,Slow Performance
2787,Technical,High,Slow Performance
2832,Technical,High,Slow Performance
2837,Technical,High,Slow Performance
2846,Technical,High,Website Error
2860,Technical,High,Hardware Issue
2902,Technical,High,Slow Performance
2919,Technical,High,Website Error
2944,Technical,High,Slow Performance
2951,Technical,High,Hardware Issue
2952,Technical,High,Website Error
2957,Technical,High,Hardware Issue
2976,Technical,High,Slow Performance
2979,Technical,High,Slow Performance
3014,Technical,High,Hardware Issue
3022,Technical,High,Hardware Issue
3051,Technical,High,Website Error
3055,Technical,High,Slow Performance
3084,Technical,High,Slow Performance
3085,Technical,High,Slow Performance
3087,Technical,High,Hardware Issue
3089,Technical,High,Slow Performance
3141,Technical,High,Website Error
3175,Technical,High,Slow Performance
3179,Technical,High,Slow Performance
3232,Technical,High,Hardware Issue
3281,Technical,High,Slow Performance
3296,Technical,High,Website Error
3307,Technical,High,Hardware Issue
3361,Technical,High,Slow Performance
3371,Technical,High,Hardware Issue
3397,Technical,High,Website Error
3401,Technical,High,Slow Performance
3402,Technical,High,Slow Performance
3426,Technical,High,Slow Performance
3433,Technical,High,Website Error
3450,Technical,High,Slow Performance
3452,Technical,High,Slow Performance
3454,Technical,High,Slow Performance
3474,Technical,High,Slow Performance
3500,Technical,High,Slow Performance
3520,Technical,High,Slow Performance
3532,Technical,High,Website Error
3556,Technical,High,Slow Performance
3558,Technical,High,Slow Performance
3576,Technical,High,Website Error
3583,Technical,High,Website Error
3604,Technical,High,Website Error
3605,Technical,High,Slow Performance
3657,Technical,High,Hardware Issue
3683,Technical,High,Website Error
3684,Technical,High,Website Error
3686,Technical,High,Website Error
3693,Technical,High,Slow Performance
3697,Technical,High,Slow Performance
3710,Technical,High,Hardware Issue
3758,Technical,High,Slow Performance
3781,Technical,High,Hardware Issue
3791,Technical,High,Hardware Issue
3800,Technical,High,Slow Performance
3806,Technical,High,Slow Performance
3821,Technical,High,Website Error
3837,Technical,High,Slow Performance
3844,Technical,High,Slow Performance
3856,Technical,High,Website Error
3868,Technical,High,Hardware Issue
3878,Technical,High,Hardware Issue
3900,Technical,High,Slow Performance
3906,Technical,High,Slow Performance
3946,Technical,High,Slow Performance
3948,Technical,High,Website Error
3967,Technical,High,Slow Performance
3984,Technical,High,Slow Performance
3986,Technical,High,Slow Performance
4014,Technical,High,Slow Performance
4020,Technical,High,Website Error
4029,Technical,High,Slow Performance
4030,Technical,High,Website Error
4042,Technical,High,Slow Performance
4050,Technical,High,Slow Performance
4052,Technical,High,Hardware Issue
4073,Technical,High,Hardware Issue
4092,Technical,High,Website Error
4093,Technical,High,Slow Performance
4105,Technical,High,Website Error
4108,Technical,High,Slow Performance
4117,Technical,High,Hardware Issue
4127,Technical,High,Slow Performance
4181,Technical,High,Website Error
4205,Technical,High,Website Error
4214,Technical,High,Slow Performance
4229,Technical,High,Slow Performance
4239,Technical,High,Slow Performance
4264,Technical,High,Website Error
4266,Technical,High,Slow Performance
4275,Technical,High,Hardware Issue
4284,Technical,High,Slow Performance
4290,Technical,High,Website Error
4292,Technical,High,Slow Performance
4303,Technical,High,Website Error
4308,Technical,High,Website Error
4322,Technical,High,Hardware Issue
4324,Technical,High,Hardware Issue
4330,Technical,High,Slow Performance
4339,Technical,High,Website Error
4343,Technical,High,Website Error
4358,Technical,High,Hardware Issue
4360,Technical,High,Slow Performance
4363,Technical,High,Slow Performance
4365,Technical,High,Slow Performance
4369,Technical,High,Slow Performance
4409,Technical,High,Website Error
4450,Technical,High,Website Error
4460,Technical,High,Slow Performance
4528,Technical,High,Hardware Issue
4543,Technical,High,Slow Performance
4562,Technical,High,Slow Performance
4572,Technical,High,Slow Performance
4575,Technical,High,Slow Performance
4584,Technical,High,Website Error
4596,Technical,High,Hardware Issue
4612,Technical,High,Hardware Issue
4642,Technical,High,Slow Performance
4660,Technical,High,Slow Performance
4679,Technical,High,Slow Performance
4698,Technical,High,Slow Performance
4712,Technical,High,Website Error
4717,Technical,High,Website Error
4718,Technical,High,Website Error
4723,Technical,High,Website Error
4732,Technical,High,Slow Performance
4739,Technical,High,Slow Performance
4743,Technical,High,Hardware Issue
4746,Technical,High,Hardware Issue
4767,Technical,High,Slow Performance
4772,Technical,High,Website Error
4814,Technical,High,Slow Performance
4847,Technical,High,Website Error
4866,Technical,High,Slow Performance
4916,Technical,High,Slow Performance
4917,Technical,High,Website Error
4949,Technical,High,Slow Performance
4952,Technical,High,Hardware Issue
4962,Technical,High,Hardware Issue
4965,Technical,High,Website Error
4970,Technical,High,Slow Performance
4988,Technical,High,Slow Performance
4996,Technical,High,Hardware Issue
5003,Technical,High,Slow Performance
5026,Technical,High,Hardware Issue
5052,Technical,High,Slow Performance
5056,Technical,High,Hardware Issue
5063,Technical,High,Website Error
5089,Technical,High,Slow Performance
5097,Technical,High,Hardware Issue
5101,Technical,High,Website Error
5139,Technical,High,Slow Performance
5141,Technical,High,Slow Performance
5168,Technical,High,Slow Performance
5174,Technical,High,Slow Performance
5177,Technical,High,Website Error
5198,Technical,High,Slow Performance
5218,Technical,High,Slow Performance
5225,Technical,High,Hardware Issue
5230,Technical,High,Hardware Issue
5244,Technical,High,Hardware Issue
5255,Technical,High,Slow Performance
5308,Technical,High,Hardware Issue
5345,Technical,High,Website Error
5347,Technical,High,Website Error
5371,Technical,High,Hardware Issue
5377,Technical,High,Website Error
5383,Technical,High,Slow Performance
5389,Technical,High,Slow Performance
5402,Technical,High,Website Error
5420,Technical,High,Hardware Issue
5443,Technical,High,Hardware Issue
5445,Technical,High,Slow Performance
5465,Technical,High,Slow Performance
5485,Technical,High,Slow Performance
5491,Technical,High,Slow Performance
5496,Technical,High,Slow Performance
5497,Technical,High,Slow Performance
5509,Technical,High,Website Error
5561,Technical,High,Website Error
5570,Technical,High,Slow Performance
5571,Technical,High,Website Error
5583,Technical,High,Slow Performance
5589,Technical,High,Slow Performance
5591,Technical,High,Hardware Issue
5601,Technical,High,Website Error
5605,Technical,High,Slow Performance
5622,Technical,High,Slow Performance
5624,Technical,High,Slow Performance
5625,Technical,High,Slow Performance
5631,Technical,High,Website Error
5682,Technical,High,Website Error
5694,Technical,High,Slow Performance
5699,Technical,High,Website Error
5701,Technical,High,Website Error
5705,Technical,High,Slow Performance
5715,Technical,High,Hardware Issue
5722,Technical,High,Website Error
5736,Technical,High,Website Error
5804,Technical,High,Hardware Issue
5808,Technical,High,Website Error
5826,Technical,High,Hardware Issue
5834,Technical,High,Website Error
5858,Technical,High,Slow Performance
5866,Technical,High,Slow Performance
5874,Technical,High,Slow Performance
5897,Technical,High,Slow Performance
5898,Technical,High,Slow Performance
5899,Technical,High,Website Error
5939,Technical,High,Slow Performance
5954,Technical,High,Slow Performance
5980,Technical,High,Hardware Issue
5992,Technical,High,Slow Performance
9,Login,High,Forgot Password
15,Login,High,Forgot Password
20,Login,High,Forgot Password
26,Login,High,Account Locked
51,Login,High,Account Locked
62,Login,High,Forgot Password
97,Login,High,Forgot Password
183,Login,High,Forgot Password
185,Login,High,Forgot Password
204,Login,High,Forgot Password
209,Login,High,Account Locked
214,Login,High,Forgot Password
242,Login,High,Account Locked
254,Login,High,Account Locked
255,Login,High,Forgot Password
257,Login,High,Forgot Password
266,Login,High,Account Locked
275,Login,High,Forgot Password
284,Login,High,Forgot Password
287,Login,High,Forgot Password
288,Login,High,Forgot Password
334,Login,High,Forgot Password
335,Login,High,Account Locked
336,Login,High,Forgot Password
337,Login,High,Forgot Password
340,Login,High,Forgot Password
346,Login,High,Forgot Password
354,Login,High,Forgot Password
360,Login,High,Account Locked
384,Login,High,2FA Issue
423,Login,High,Forgot Password
442,Login,High,Forgot Password
450,Login,High,Account Locked
479,Login,High,Forgot Password
480,Login,High,Forgot Password
481,Login,High,Forgot Password
484,Login,High,Account Locked
503,Login,High,Account Locked
537,Login,High,Forgot Password
538,Login,High,2FA Issue
547,Login,High,Forgot Password
556,Login,High,Forgot Password
665,Login,High,Forgot Password
674,Login,High,Forgot Password
693,Login,High,Forgot Password
721,Login,High,Forgot Password
743,Login,High,Forgot Password
784,Login,High,Forgot Password
796,Login,High,Forgot Password
797,Login,High,2FA Issue
801,Login,High,Forgot Password
812,Login,High,Forgot Password
829,Login,High,Forgot Password
844,Login,High,Forgot Password
851,Login,High,Account Locked
865,Login,High,Account Locked
876,Login,High,Forgot Password
920,Login,High,Forgot Password
926,Login,High,Forgot Password
932,Login,High,Forgot Password
952,Login,High,Forgot Password
979,Login,High,Forgot Password
991,Login,High,2FA Issue
997,Login,High,Account Locked
1002,Login,High,Forgot Password
1004,Login,High,Forgot Password
1021,Login,High,Forgot Password
1026,Login,High,Forgot Password
1036,Login,High,Forgot Password
1042,Login,High,Account Locked
1048,Login,High,Forgot Password
1065,Login,High,Forgot Password
1067,Login,High,Account Locked
1068,Login,High,Forgot Password
1085,Login,High,Forgot Password
1095,Login,High,Forgot Password
1100,Login,High,Forgot Password
1127,Login,High,Forgot Password
1133,Login,High,Forgot Password
1162,Login,High,Forgot Password
1168,Login,High,Forgot Password
1204,Login,High,Account Locked
1218,Login,High,Account Locked
1246,Login,High,Forgot Password
1257,Login,High,Forgot Password
1268,Login,High,Account Locked
1323,Login,High,Forgot Password
1325,Login,High,Forgot Password
1328,Login,High,Forgot Password
1338,Login,High,2FA Issue
1339,Login,High,Forgot Password
1378,Login,High,Forgot Password
1384,Login,High,Account Locked
1389,Login,High,Forgot Password
1396,Login,High,Account Locked
1410,Login,High,2FA Issue
1414,Login,High,Forgot Password
1447,Login,High,Account Locked
1487,Login,High,Account Locked
1511,Login,High,Account Locked
1520,Login,High,Forgot Password
1529,Login,High,Forgot Password
1536,Login,High,Forgot Password
1538,Login,High,Account Locked
1550,Login,High,Forgot Password
1555,Login,High,Forgot Password
1562,Login,High,Forgot Password
1580,Login,High,Account Locked
1591,Login,High,Forgot Password
1630,Login,High,Forgot Password
1679,Login,High,2FA Issue
1685,Login,High,Account Locked
1704,Login,High,Forgot Password
1717,Login,High,Forgot Password
1743,Login,High,Forgot Password
1755,Login,High,Forgot Password
1776,Login,High,Forgot Password
1808,Login,High,Forgot Password
1826,Login,High,Account Locked
1861,Login,High,Account Locked
1863,Login,High,Forgot Password
1866,Login,High,Forgot Password
1869,Login,High,Account Locked
1876,Login,High,Forgot Password
1878,Login,High,Forgot Password
1898,Login,High,Forgot Password
1901,Login,High,Forgot Password
1902,Login,High,Forgot Password
1909,Login,High,Forgot Password
1926,Login,High,Forgot Password
1933,Login,High,Forgot Password
1937,Login,High,Account Locked
1941,Login,High,Forgot Password
1966,Login,High,Forgot Password
1967,Login,High,Forgot Password
2002,Login,High,Forgot Password
2003,Login,High,Forgot Password
2005,Login,High,Forgot Password
2006,Login,High,Forgot Password
2007,Login,High,Forgot Password
2038,Login,High,Account Locked
2045,Login,High,Forgot Password
2057,Login,High,Account Locked
2058,Login,High,2FA Issue
2061,Login,High,Account Locked
2068,Login,High,Forgot Password
2074,Login,High,Forgot Password
2075,Login,High,Account Locked
2076,Login,High,Forgot Password
2090,Login,High,Forgot Password
2093,Login,High,Forgot Password
2121,Login,High,Forgot Password
2137,Login,High,Forgot Password
2147,Login,High,2FA Issue
2150,Login,High,2FA Issue
2195,Login,High,Forgot Password
2202,Login,High,Forgot Password
2249,Login,High,Forgot Password
2286,Login,High,Forgot Password
2308,Login,High,Forgot Password
2340,Login,High,Forgot Password
2344,Login,High,Forgot Password
2345,Login,High,Forgot Password
2351,Login,High,Account Locked
2365,Login,High,Forgot Password
2378,Login,High,Account Locked
2389,Login,High,Forgot Password
2395,Login,High,Forgot Password
2407,Login,High,Forgot Password
2414,Login,High,Account Locked
2418,Login,High,Forgot Password
2433,Login,High,Forgot Password
2435,Login,High,2FA Issue
2442,Login,High,Account Locked
2448,Login,High,Account Locked
2449,Login,High,2FA Issue
2479,Login,High,2FA Issue
2483,Login,High,Forgot Password
2490,Login,High,Forgot Password
2504,Login,High,Forgot Password
2509,Login,High,2FA Issue
2515,Login,High,Forgot Password
2527,Login,High,Forgot Password
2528,Login,High,Account Locked
2539,Login,High,2FA Issue
2562,Login,High,Forgot Password
2599,Login,High,Forgot Password
2608,Login,High,Forgot Password
2613,Login,High,Forgot Password
2630,Login,High,Forgot Password
2653,Login,High,Account Locked
2666,Login,High,Account Locked
2670,Login,High,Account Locked
2678,Login,High,Account Locked
2685,Login,High,Forgot Password
2704,Login,High,Forgot Password
2717,Login,High,Forgot Password
2722,Login,High,Account Locked
2735,Login,High,Forgot Password
2753,Login,High,2FA Issue
2766,Login,High,2FA Issue
2770,Login,High,Forgot Password
2774,Login,High,Account Locked
2777,Login,High,2FA Issue
2778,Login,High,Account Locked
2792,Login,High,Forgot Password
2810,Login,High,Forgot Password
2813,Login,High,Account Locked
2876,Login,High,Forgot Password
2887,Login,High,Account Locked
2923,Login,High,Account Locked
2949,Login,High,Forgot Password
2967,Login,High,Forgot Password
2968,Login,High,Forgot Password
2973,Login,High,Forgot Password
2989,Login,High,Forgot Password
3011,Login,High,Account Locked
